model,activation,optimizer,seq_len,grad_clipping,accuracy,f1,epoch_time_sec,epochs,batch_size,lr,dropout,seed,device
rnn,relu,adam,25,False,0.59216,0.5756861145539889,2.5684558391571044,5,32,0.001,0.5,42,cuda
rnn,relu,adam,25,True,0.62644,0.6264011307736457,2.638872766494751,5,32,0.001,0.5,42,cuda
rnn,relu,adam,50,False,0.534,0.5313836783366338,2.312213134765625,5,32,0.001,0.5,42,cuda
rnn,relu,adam,50,True,0.60304,0.5910770904831386,2.5884758949279787,5,32,0.001,0.5,42,cuda
rnn,relu,adam,100,False,0.53424,0.5319780356182754,2.405322551727295,5,32,0.001,0.5,42,cuda
rnn,relu,adam,100,True,0.54196,0.5327334145616845,2.663063669204712,5,32,0.001,0.5,42,cuda
rnn,relu,sgd,25,False,0.50552,0.46371518269950907,2.057101583480835,5,32,0.001,0.5,42,cuda
rnn,relu,sgd,25,True,0.50444,0.5039332968330104,2.4066325664520263,5,32,0.001,0.5,42,cuda
rnn,relu,sgd,50,False,0.50152,0.49430581038290045,2.057037687301636,5,32,0.001,0.5,42,cuda
rnn,relu,sgd,50,True,0.50036,0.40347974130572084,2.331122398376465,5,32,0.001,0.5,42,cuda
rnn,relu,sgd,100,False,0.49792,0.40763661734458106,2.198710298538208,5,32,0.001,0.5,42,cuda
rnn,relu,sgd,100,True,0.51392,0.498830182543468,2.577167272567749,5,32,0.001,0.5,42,cuda
rnn,relu,rmsprop,25,False,0.49896,0.33287079041468753,2.295403337478638,5,32,0.001,0.5,42,cuda
rnn,relu,rmsprop,25,True,0.49896,0.33287079041468753,2.566431999206543,5,32,0.001,0.5,42,cuda
rnn,relu,rmsprop,50,False,0.50128,0.33461394852045806,2.307556629180908,5,32,0.001,0.5,42,cuda
rnn,relu,rmsprop,50,True,0.50104,0.3337952353035229,2.5519891738891602,5,32,0.001,0.5,42,cuda
rnn,relu,rmsprop,100,False,0.50104,0.3337952353035229,2.4181769371032713,5,32,0.001,0.5,42,cuda
rnn,relu,rmsprop,100,True,0.49896,0.33287079041468753,2.649145412445068,5,32,0.001,0.5,42,cuda
rnn,tanh,adam,25,False,0.61224,0.606689029212448,2.320274496078491,5,32,0.001,0.5,42,cuda
rnn,tanh,adam,25,True,0.61196,0.6081129045781011,2.609132099151611,5,32,0.001,0.5,42,cuda
rnn,tanh,adam,50,False,0.60156,0.5969384452664446,2.274642086029053,5,32,0.001,0.5,42,cuda
rnn,tanh,adam,50,True,0.53068,0.5296761219016317,2.646027851104736,5,32,0.001,0.5,42,cuda
rnn,tanh,adam,100,False,0.61128,0.5970753685358143,2.399861240386963,5,32,0.001,0.5,42,cuda
rnn,tanh,adam,100,True,0.50764,0.4700649337801769,2.6514095783233644,5,32,0.001,0.5,42,cuda
rnn,tanh,sgd,25,False,0.52124,0.520795972615131,2.0589512825012206,5,32,0.001,0.5,42,cuda
rnn,tanh,sgd,25,True,0.50692,0.4800719459966408,2.3047664165496826,5,32,0.001,0.5,42,cuda
rnn,tanh,sgd,50,False,0.50784,0.4991232996839937,2.0551193714141847,5,32,0.001,0.5,42,cuda
rnn,tanh,sgd,50,True,0.50608,0.4871752275898731,2.311188077926636,5,32,0.001,0.5,42,cuda
rnn,tanh,sgd,100,False,0.51612,0.5122635820787237,2.1783893585205076,5,32,0.001,0.5,42,cuda
rnn,tanh,sgd,100,True,0.5146,0.5115391550720472,2.452381134033203,5,32,0.001,0.5,42,cuda
rnn,tanh,rmsprop,25,False,0.4942,0.4802270040921315,2.262315034866333,5,32,0.001,0.5,42,cuda
rnn,tanh,rmsprop,25,True,0.50008,0.4588320920020569,2.5539822578430176,5,32,0.001,0.5,42,cuda
rnn,tanh,rmsprop,50,False,0.5044,0.5043917499068256,2.2754330158233644,5,32,0.001,0.5,42,cuda
rnn,tanh,rmsprop,50,True,0.50116,0.3347735509958115,2.5389148712158205,5,32,0.001,0.5,42,cuda
rnn,tanh,rmsprop,100,False,0.4986,0.33622007436771056,2.3663615703582765,5,32,0.001,0.5,42,cuda
rnn,tanh,rmsprop,100,True,0.49932,0.3350081416530561,2.7021512508392336,5,32,0.001,0.5,42,cuda
rnn,sigmoid,adam,25,False,0.52112,0.50857729162362,2.3696590423583985,5,32,0.001,0.5,42,cuda
rnn,sigmoid,adam,25,True,0.63184,0.6268814490768677,2.635524129867554,5,32,0.001,0.5,42,cuda
rnn,sigmoid,adam,50,False,0.57484,0.5669951824394853,2.3479730606079103,5,32,0.001,0.5,42,cuda
rnn,sigmoid,adam,50,True,0.60496,0.6037735878124775,2.6427844047546385,5,32,0.001,0.5,42,cuda
rnn,sigmoid,adam,100,False,0.53864,0.5017562474548272,2.4086713790893555,5,32,0.001,0.5,42,cuda
rnn,sigmoid,adam,100,True,0.59312,0.5717871915369118,2.696497583389282,5,32,0.001,0.5,42,cuda
rnn,sigmoid,sgd,25,False,0.49696,0.4212141195831717,2.0466379642486574,5,32,0.001,0.5,42,cuda
rnn,sigmoid,sgd,25,True,0.49896,0.33287079041468753,2.3062530040740965,5,32,0.001,0.5,42,cuda
rnn,sigmoid,sgd,50,False,0.50104,0.3337952353035229,2.086780071258545,5,32,0.001,0.5,42,cuda
rnn,sigmoid,sgd,50,True,0.50104,0.3337952353035229,2.3321797847747803,5,32,0.001,0.5,42,cuda
rnn,sigmoid,sgd,100,False,0.50104,0.3337952353035229,2.170176649093628,5,32,0.001,0.5,42,cuda
rnn,sigmoid,sgd,100,True,0.50156,0.500555804715189,2.4451592445373533,5,32,0.001,0.5,42,cuda
rnn,sigmoid,rmsprop,25,False,0.5012,0.33479139945943115,2.292128896713257,5,32,0.001,0.5,42,cuda
rnn,sigmoid,rmsprop,25,True,0.50104,0.3337952353035229,2.5524800300598143,5,32,0.001,0.5,42,cuda
rnn,sigmoid,rmsprop,50,False,0.49904,0.3330481991900909,2.290984535217285,5,32,0.001,0.5,42,cuda
rnn,sigmoid,rmsprop,50,True,0.49896,0.33287079041468753,2.561290073394775,5,32,0.001,0.5,42,cuda
rnn,sigmoid,rmsprop,100,False,0.50104,0.3337952353035229,2.4105135917663576,5,32,0.001,0.5,42,cuda
rnn,sigmoid,rmsprop,100,True,0.49792,0.3908306336078126,2.643010139465332,5,32,0.001,0.5,42,cuda
lstm,relu,adam,25,False,0.718,0.7177837708922633,2.6642250537872316,5,32,0.001,0.5,42,cuda
lstm,relu,adam,25,True,0.71564,0.7150359669825511,3.055442523956299,5,32,0.001,0.5,42,cuda
lstm,relu,adam,50,False,0.75592,0.7539552813506116,2.604552412033081,5,32,0.001,0.5,42,cuda
lstm,relu,adam,50,True,0.74964,0.7494138706759601,2.8773865699768066,5,32,0.001,0.5,42,cuda
lstm,relu,adam,100,False,0.75308,0.7449968484948277,2.7298716068267823,5,32,0.001,0.5,42,cuda
lstm,relu,adam,100,True,0.7634,0.7591341976565313,3.1237133979797362,5,32,0.001,0.5,42,cuda
lstm,relu,sgd,25,False,0.50104,0.47750372824588405,2.3879589080810546,5,32,0.001,0.5,42,cuda
lstm,relu,sgd,25,True,0.5166,0.5140781816062981,2.673487329483032,5,32,0.001,0.5,42,cuda
lstm,relu,sgd,50,False,0.50168,0.49757409511715256,2.394727087020874,5,32,0.001,0.5,42,cuda
lstm,relu,sgd,50,True,0.50592,0.42711910128581776,2.649263048171997,5,32,0.001,0.5,42,cuda
lstm,relu,sgd,100,False,0.50212,0.40396948565109325,2.5056249618530275,5,32,0.001,0.5,42,cuda
lstm,relu,sgd,100,True,0.50764,0.497267394862218,2.7817357063293455,5,32,0.001,0.5,42,cuda
lstm,relu,rmsprop,25,False,0.65432,0.6515973868755824,2.67798433303833,5,32,0.001,0.5,42,cuda
lstm,relu,rmsprop,25,True,0.50104,0.3337952353035229,2.894973707199097,5,32,0.001,0.5,42,cuda
lstm,relu,rmsprop,50,False,0.49908,0.33968240903666186,2.5947662353515626,5,32,0.001,0.5,42,cuda
lstm,relu,rmsprop,50,True,0.50104,0.3337952353035229,2.8676403522491456,5,32,0.001,0.5,42,cuda
lstm,relu,rmsprop,100,False,0.49896,0.33287079041468753,2.7245564460754395,5,32,0.001,0.5,42,cuda
lstm,relu,rmsprop,100,True,0.50104,0.3337952353035229,3.0353116512298586,5,32,0.001,0.5,42,cuda
lstm,tanh,adam,25,False,0.71312,0.713118235562396,2.6621256828308106,5,32,0.001,0.5,42,cuda
lstm,tanh,adam,25,True,0.71572,0.7141665988219552,2.947198247909546,5,32,0.001,0.5,42,cuda
lstm,tanh,adam,50,False,0.73308,0.7308234299334857,2.6272565364837646,5,32,0.001,0.5,42,cuda
lstm,tanh,adam,50,True,0.7498,0.746656011233163,2.984677028656006,5,32,0.001,0.5,42,cuda
lstm,tanh,adam,100,False,0.7902,0.789490870188136,2.730279779434204,5,32,0.001,0.5,42,cuda
lstm,tanh,adam,100,True,0.74804,0.7438830268773193,3.024245500564575,5,32,0.001,0.5,42,cuda
lstm,tanh,sgd,25,False,0.50884,0.46993443509854693,2.4008474826812742,5,32,0.001,0.5,42,cuda
lstm,tanh,sgd,25,True,0.5028,0.43815613238795303,2.6745747089385987,5,32,0.001,0.5,42,cuda
lstm,tanh,sgd,50,False,0.5084,0.5057283677181981,2.4167536735534667,5,32,0.001,0.5,42,cuda
lstm,tanh,sgd,50,True,0.50576,0.44718154899393525,2.6669930458068847,5,32,0.001,0.5,42,cuda
lstm,tanh,sgd,100,False,0.50776,0.5037114255047475,2.520338249206543,5,32,0.001,0.5,42,cuda
lstm,tanh,sgd,100,True,0.49652,0.3805518916399931,2.785328912734985,5,32,0.001,0.5,42,cuda
lstm,tanh,rmsprop,25,False,0.50148,0.33815656660874843,2.6382665634155273,5,32,0.001,0.5,42,cuda
lstm,tanh,rmsprop,25,True,0.49964,0.33501148387163143,2.924712133407593,5,32,0.001,0.5,42,cuda
lstm,tanh,rmsprop,50,False,0.51752,0.4071704214925314,2.5978051662445067,5,32,0.001,0.5,42,cuda
lstm,tanh,rmsprop,50,True,0.49984,0.34477188625182936,2.867034339904785,5,32,0.001,0.5,42,cuda
lstm,tanh,rmsprop,100,False,0.50104,0.3337952353035229,2.735220527648926,5,32,0.001,0.5,42,cuda
lstm,tanh,rmsprop,100,True,0.67804,0.6535961473756251,2.97229905128479,5,32,0.001,0.5,42,cuda
lstm,sigmoid,adam,25,False,0.71788,0.7173416914974357,2.706443929672241,5,32,0.001,0.5,42,cuda
lstm,sigmoid,adam,25,True,0.70952,0.7087778989890521,3.0047327518463134,5,32,0.001,0.5,42,cuda
lstm,sigmoid,adam,50,False,0.70436,0.7036507870208318,2.704331970214844,5,32,0.001,0.5,42,cuda
lstm,sigmoid,adam,50,True,0.75364,0.7513887190419638,2.9253626823425294,5,32,0.001,0.5,42,cuda
lstm,sigmoid,adam,100,False,0.77968,0.7778743795702346,2.84533429145813,5,32,0.001,0.5,42,cuda
lstm,sigmoid,adam,100,True,0.76164,0.7563461921947288,3.032793951034546,5,32,0.001,0.5,42,cuda
lstm,sigmoid,sgd,25,False,0.49896,0.33287079041468753,2.4342391014099123,5,32,0.001,0.5,42,cuda
lstm,sigmoid,sgd,25,True,0.50104,0.3337952353035229,2.679996109008789,5,32,0.001,0.5,42,cuda
lstm,sigmoid,sgd,50,False,0.49896,0.33287079041468753,2.4133750915527346,5,32,0.001,0.5,42,cuda
lstm,sigmoid,sgd,50,True,0.50104,0.3337952353035229,2.735875368118286,5,32,0.001,0.5,42,cuda
lstm,sigmoid,sgd,100,False,0.49896,0.33287079041468753,2.6094085693359377,5,32,0.001,0.5,42,cuda
lstm,sigmoid,sgd,100,True,0.50104,0.3337952353035229,2.8703827381134035,5,32,0.001,0.5,42,cuda
lstm,sigmoid,rmsprop,25,False,0.70424,0.6998424878597855,2.683799171447754,5,32,0.001,0.5,42,cuda
lstm,sigmoid,rmsprop,25,True,0.62164,0.6127157152789444,2.9276448249816895,5,32,0.001,0.5,42,cuda
lstm,sigmoid,rmsprop,50,False,0.7422,0.7372158255403127,2.690966558456421,5,32,0.001,0.5,42,cuda
lstm,sigmoid,rmsprop,50,True,0.73364,0.7336100684272885,2.8645840167999266,5,32,0.001,0.5,42,cuda
lstm,sigmoid,rmsprop,100,False,0.74132,0.7286259244470974,2.712672233581543,5,32,0.001,0.5,42,cuda
lstm,sigmoid,rmsprop,100,True,0.66788,0.6379410746120655,2.9701470375061034,5,32,0.001,0.5,42,cuda
bilstm,relu,adam,25,False,0.72492,0.724776425328785,3.489254903793335,5,32,0.001,0.5,42,cuda
bilstm,relu,adam,25,True,0.72332,0.722950496195461,3.669646453857422,5,32,0.001,0.5,42,cuda
bilstm,relu,adam,50,False,0.76396,0.7624594395568249,3.4418615341186523,5,32,0.001,0.5,42,cuda
bilstm,relu,adam,50,True,0.753,0.7487565990533825,3.6704304218292236,5,32,0.001,0.5,42,cuda
bilstm,relu,adam,100,False,0.80384,0.8036429316478034,3.4891666889190676,5,32,0.001,0.5,42,cuda
bilstm,relu,adam,100,True,0.80312,0.8014774799376738,3.8316863536834718,5,32,0.001,0.5,42,cuda
bilstm,relu,sgd,25,False,0.51736,0.5061777757780783,3.0076010704040526,5,32,0.001,0.5,42,cuda
bilstm,relu,sgd,25,True,0.49696,0.47648587694769895,3.3187304973602294,5,32,0.001,0.5,42,cuda
bilstm,relu,sgd,50,False,0.499,0.4461749814430813,3.081818628311157,5,32,0.001,0.5,42,cuda
bilstm,relu,sgd,50,True,0.51608,0.4912595856904188,3.325937557220459,5,32,0.001,0.5,42,cuda
bilstm,relu,sgd,100,False,0.51056,0.510266517219881,3.294996213912964,5,32,0.001,0.5,42,cuda
bilstm,relu,sgd,100,True,0.50208,0.4958640635938065,3.4420018672943113,5,32,0.001,0.5,42,cuda
bilstm,relu,rmsprop,25,False,0.49896,0.33287079041468753,3.4049073219299317,5,32,0.001,0.5,42,cuda
bilstm,relu,rmsprop,25,True,0.67892,0.6723618003583802,3.5447378158569336,5,32,0.001,0.5,42,cuda
bilstm,relu,rmsprop,50,False,0.49872,0.333047222726038,3.4098166465759276,5,32,0.001,0.5,42,cuda
bilstm,relu,rmsprop,50,True,0.50104,0.3337952353035229,3.558641195297241,5,32,0.001,0.5,42,cuda
bilstm,relu,rmsprop,100,False,0.50076,0.3342401323052461,3.506820487976074,5,32,0.001,0.5,42,cuda
bilstm,relu,rmsprop,100,True,0.6874,0.6666665387075644,3.6943808078765867,5,32,0.001,0.5,42,cuda
bilstm,tanh,adam,25,False,0.72128,0.721238780805067,3.3198584079742433,5,32,0.001,0.5,42,cuda
bilstm,tanh,adam,25,True,0.71756,0.7173822316149321,3.65254864692688,5,32,0.001,0.5,42,cuda
bilstm,tanh,adam,50,False,0.7714,0.7704083665514865,3.2821599006652833,5,32,0.001,0.5,42,cuda
bilstm,tanh,adam,50,True,0.76204,0.759464317355099,3.680810022354126,5,32,0.001,0.5,42,cuda
bilstm,tanh,adam,100,False,0.79668,0.7952198945853737,3.3888078212738035,5,32,0.001,0.5,42,cuda
bilstm,tanh,adam,100,True,0.7502,0.7391072471411355,3.834770917892456,5,32,0.001,0.5,42,cuda
bilstm,tanh,sgd,25,False,0.5038,0.46315374581351454,3.001335620880127,5,32,0.001,0.5,42,cuda
bilstm,tanh,sgd,25,True,0.5112,0.43218328348924817,3.414021682739258,5,32,0.001,0.5,42,cuda
bilstm,tanh,sgd,50,False,0.51152,0.5109222483894572,3.0237909317016602,5,32,0.001,0.5,42,cuda
bilstm,tanh,sgd,50,True,0.52388,0.508581618187399,3.340310478210449,5,32,0.001,0.5,42,cuda
bilstm,tanh,sgd,100,False,0.51752,0.5128721266829835,3.298337459564209,5,32,0.001,0.5,42,cuda
bilstm,tanh,sgd,100,True,0.511,0.48954826587332656,3.4944858074188234,5,32,0.001,0.5,42,cuda
bilstm,tanh,rmsprop,25,False,0.61772,0.6034590677537364,3.375477600097656,5,32,0.001,0.5,42,cuda
bilstm,tanh,rmsprop,25,True,0.6562,0.642783505733065,3.537523126602173,5,32,0.001,0.5,42,cuda
bilstm,tanh,rmsprop,50,False,0.63392,0.6179063486991071,3.385755681991577,5,32,0.001,0.5,42,cuda
bilstm,tanh,rmsprop,50,True,0.70296,0.6962858519541926,3.543178987503052,5,32,0.001,0.5,42,cuda
bilstm,tanh,rmsprop,100,False,0.6554,0.644296420226754,3.5123621463775634,5,32,0.001,0.5,42,cuda
bilstm,tanh,rmsprop,100,True,0.74104,0.7410017030614242,3.7276498794555666,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,adam,25,False,0.7184,0.7179080605438031,3.2804749965667725,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,adam,25,True,0.71668,0.7150427381580705,3.729531478881836,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,adam,50,False,0.76556,0.7647543801084775,3.2626484870910644,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,adam,50,True,0.76352,0.7613203281441767,3.690029573440552,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,adam,100,False,0.79736,0.7970946920573829,3.404918003082275,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,adam,100,True,0.7986,0.7984707991456621,3.8202080726623535,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,sgd,25,False,0.49896,0.33287079041468753,2.9985319137573243,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,sgd,25,True,0.49896,0.33287079041468753,3.4400180339813233,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,sgd,50,False,0.50104,0.3337952353035229,3.034638833999634,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,sgd,50,True,0.49896,0.33287079041468753,3.321635675430298,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,sgd,100,False,0.49896,0.33287079041468753,3.269029664993286,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,sgd,100,True,0.49896,0.33287079041468753,3.46076078414917,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,rmsprop,25,False,0.65624,0.6483446245070548,3.3376731395721437,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,rmsprop,25,True,0.69476,0.6912408566528947,3.5270623683929445,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,rmsprop,50,False,0.7624,0.7620902971425862,3.3517314910888674,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,rmsprop,50,True,0.75276,0.7523818260352377,3.5515024185180666,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,rmsprop,100,False,0.77772,0.7775480802583469,3.447968864440918,5,32,0.001,0.5,42,cuda
bilstm,sigmoid,rmsprop,100,True,0.74788,0.7371504384198073,3.803047800064087,5,32,0.001,0.5,42,cuda
